Locality,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name
Ground Floor,,,,,"R1, Ground Floor, DDA Market Jail Road Near Dashmesh Hospital West Delhi 110058",28.631302,77.098416,"Singz Kebab & Curries is a Casual Dining restaurant serving scrumptious and delectable North Indian, Chinese and Mughlai delicacies. The restaurant offers a simple and nice ambience and has a menu which is exclusive and budget-friendly. Singz Kebab & Curries is located in DDA Market on Jail Road, West Delhi. Read less",Casual Dining,"[Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",4.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Square Pizzeria,08588885358,800.0," North Indian, Chinese, Mughlai",2.9,Square Pizzeria
IGI Airport,,,,,"Novotel, Asset 2, IGI Airport, Aerocity Hospitality District Aerocity Near Aerocity Metro Station South Delhi 110037",28.55439,77.124098,"Quoin is a 24 hours chic and modern sports bar where you can find distinctive flavours of your favourite brew, mood-setting music and fresh locally produced mouth-watering food. Guests can enjoy their favourite drinks & food round the clock. With an ‘Always Game On’ philosophy, similar to a signal to play in a sports match, Quoin is ready to entertain the sports lovers by screening their favourite matches. With games like Foosball, Pool, a virtual real-life golf simulator and many board games, guests can undertake many drinking challenges and games at Quoin. Inspired by the concept of Liberty and Leisure, one can sense it in the look and feel of this stylish bar which is inspired by the lotus flower with elegant, individual lotus style seating, providing a comfortable and spacious lounge and bar for guests to relax and unwind. The soft music playing in the background energizes you and is idyllic to the vibe of Quoin and the popular house music sets the tone for the evening. Quoin is located in Aerocity and the nearest landmark is Aerocity Metro Station. Read less",5 Star/Luxury,,61.0,"Appetizers, Small Plates, Butter Chicken, Dal Makhani, Authentic Indian Flavors, Mix Meat sizzler, Crispy fried chicken wings, Fish and Chips, Root vegetable burger, Tandoori chicken",Riviera,09871666600,3000.0," Finger Food, North Indian, Italian, Chinese, European",4.1,Riviera
Ghaziabad,,,,,"Country Inn & Suites by Radisson, Lobby Level, Sahibabad Industrial Area, Site-IV Sahibabad Near Vaishali Metro Station Ghaziabad 201010",28.654365,77.343746,"One of the best Italian fine dining lounges in the city, Italian 18/31 offers a variety of Pizzas and other Italian dishes from their eclectic menu. The restaurant is located in Country Inn & Suites by Radisson in Sahibabad, Ghaziabad. Every dish in their menu is of the finest taste and is served to diners after an all-day fine work that chefs put in. The premium menu is in line with the varied tastes and preferences of the people and serves an array of pure veg Italian delicacies. The exclusive bar menu offers a range of drinks and fine spirits along with a great collection of some of the best wines from around the world. Italian 18/31 is the perfect place for people to enjoy sumptuous Italian delicacies which add on to the overall dining experience and every diner experiences a wonderful time. Read less",5 Star/Luxury,"[Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Serves Wine]",10.0,"Pizza, Pasta, Chic Ambience, Cocktail Menu, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Serves Wine",La Pino'z Pizza,0120-4180000,3000.0,Italian,4.2,La Pino'z Pizza
Tilak Nagar,,,,,"Shop 4, 23/1, Prem Nagar, Jail Road Near Tilak Nagar Metro Station West Delhi 110058",28.634967,77.097049,"The Tummy Section is a Quick Service restaurant that has a cool and subtle ambiance. It is a great place to enjoy some comfort food and delicious Fast Food, Chinese and Continental dishes with your friends or family. The staff at The Tummy Section is cordial and polite which adds to the overall experience. This restaurant is located at Jail Road, West Delhi. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",24.0,"Burgers, Fries, Hakka Noodles, Manchurian, Indo-Chinese Favorites",LIT Ultrabar,09871071097,600.0," Fast Food, Chinese",3.0,LIT Ultrabar
,,,,,87 Shahpur Jat Near Chief Engineer Office South Delhi 110049,28.549348,77.214907,"Sugarama Patisserie is a quick-service restaurant serving Bakery and Confectionary products and Desserts. The place takes bulk orders for special occasions and provides a Home Delivery service as well. Sugarama Patisserie is located in Shahpur Jat, South Delhi. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, Family Dining]",0.0,Bakery and Confectionary Specialties,Luncheon,011-49098459,500.0," Bakery and Confectionary, Desserts",,Luncheon
Paschim Vihar,,,,,"12, Pushkar Enclave, Outer Ring Road Paschim Vihar Opposite Radisson Blu Hotel West Delhi 110063",28.664719,77.092521,"The Red Chilli in Paschim Vihar, serves delicious North Indian and Chinese dishes. Located near Mother’s Pride School, it is a lively and energetic place with an extensively prepared menu to meet different tastes and preferences. Guests can also enjoy a glass of beer or wine along with their food from the fully stocked bar. The Red Chilli also makes sure to keep their guests entertained with live sports screening. The restaurant successfully offers its guests a complete experience at reasonable prices. Read less",Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",172.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",The Champaran's Kitchen,09899800600,1500.0," North Indian, Chinese, Mughlai",4.1,The Champaran's Kitchen
Noida,,,,,"The Great India Place Mall, Shop no.38, 3rd Floor Sector 38A Near Noida Sector 18 Metro Station Noida 201301",28.567492,77.325788,"Pizza Hut is the leading affordable casual dining restaurant brand in India and was the first international restaurant chain to pioneer this category in India. The restaurant brand offers an eclectic menu consisting of its signature pizzas, appetizers, pasta, desserts, and beverages. The place is known for its trademark dine-in services that they provide. There are about 138 outlets located across the country and this one is located in The Great India Place Mall, Sector 38A, Noida and stands opposite to Gurdwara Sahib. Read less",Food Court,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",32.0,"Pizza, Pasta",Masia,0120-39883988,900.0," Pizza, Italian",4.6,Masia
Okhla,,,,,"Crowne Plaza Today, Community Centre Okhla Phase - 1 Indian Oil Petrol Pump South Delhi 110020",28.528606,77.272629,"Copper Bar, as the name suggests is a must-visit place for all the hard-core Party Lovers, who can take those big shots! It is a place that allows you to stay in the moment and dive into the wide variety of signature Drinks and Spirits on offer. The lip-smacking Finger Foods is surely an add-on to the platter. The dimly- lit ambiance of this fine dining restaurant just sets the mood of the diner at the right place. Drink Mixology Skills of the trained Bartenders surely takes you to an altogether different level! Copper Bar is located in Okhla Phase-1 and the nearest landmark is Indian Oil Petrol Pump. Read less",5 Star/Luxury,"[Smoking Area, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Serves Wine, Full Bar Available, TV/Screening]",5.0,"Appetizers, Small Plates, Great Deals, Evening Hangout, Smoking Area, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Serves Wine, Full Bar Available, TV/Screening",Roomali Garh,09582227030,3000.0,Finger Food,4.5,Roomali Garh
Noida,,,,,"Mosaic Hotels, C-1 Sector 18 Near Sector 18 Metro Station Noida 201301",28.571105,77.325246,"The exquisite ambiance of the Flluid-Mosaic Hotels with its distinctive decor makes your heart skip a beat. The lounge is an instant hit among youngsters and among people who want to experience a delectable getaway. It has an exclusive menu that offers you delectable North Indian, Continental, and Mexican options, which become instantly likable. A lavish bar paired up with a breakfast and elaborate buffet fill your heart with satiation. aN icing on the sugar is a brunch. Flluid-Mosaic Hotels is located in Mosaic Hotel, Sector 18, Noida and stands nearby Sector 18 Metro Station. Read less",Bar/Lounge,"[Smoking Area, Air Conditioning, Valet Available, Serves Alcohol, Parking Available, Takeaway Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Full Bar Available]",29.0,"Butter Chicken, Dal Makhani, Chic Ambience, Cocktail Menu, Authentic Indian Flavors, Smoking Area, Air Conditioning, Valet Available, Serves Alcohol, Parking Available, Takeaway Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Full Bar Available",Barish Moon Bar & Brewery,07290073026,2500.0," Fusion, North Indian, Continental, Mexican",3.9,Barish Moon Bar & Brewery
Ground Floor,,,,,"The India Mall, Shop No. 60 and 61, Ground Floor, Community Center New Friends Colony Near State Bank of India South Delhi 110025",28.561513,77.268633,"The neat seating and a subtle ambiance make Helter Skelter an apt place for a family gathering. The decent prices of the dishes and a variety of cuisines like Italian, Chinese, American, Lebanese, and Tex Mex make the place an ideal preference for diners in the area. It an ideal place for people who want to give their palates a delectable twist. Helter Skelter is located in SDA, South Delhi. It is an amazing place to be with your friends and family and try delicious dishes. Read less",Fast Food,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",0.0,"Butter Chicken, Dal Makhani, Authentic Indian Flavors",Singz Kebab and Curries,09582613754,700.0," North Indian, Mughlai",,Singz Kebab and Curries
Ground Floor,,,,,"The India Mall, Shop No. 21& 21A, Ground Floor, 1 Community Center New Friends Colony Near Karan Palace South Delhi 110025",28.561598,77.268798,"The Pot Stove makes an ideal destination for a delicious range of Bihari style food. The restaurant serves sandwiches, platters, seafood and a variety of beverages. A customer-friendly approach with a team of polite staff in a neat air-conditioned ambience makes the restaurant a perfect spot for family gatherings and outings. Based at New Friends Colony, South Delhi, you will just get addicted to its ambiance once you visit it. Read less",Casual Dining,"[Air Conditioning, WiFi, Home Delivery, Parking Available, Credit Card Accepted, TV/Screening, Digital Wallet Accepted]",0.0,"Fresh Fish, Prawns, Comfortable Seating, Family Friendly",Quoin,09205758324,1100.0," Bihari, Seafood, Mughlai, Fast Food",,Quoin
Saket,,,,,"Khasra No. 267, Champa Gali, Saidullah Jab Village Saket Near ET Medialabs Pvt. Ltd. South Delhi 110030",28.51769,77.200038,No_About,Breakfast/Brunch,"[Air Conditioning, WiFi, Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",13.0,"Burgers, Fries, Pizza, Pasta, Continental Delicacies",The Lounge @18/31,09811397566,600.0," Fast Food, Italian, Continental, American",4.6,The Lounge @18/31
Greater Kailash,,,,,"2/A, M Block Market Greater Kailash - 1 Opposite Bhama Couture South Delhi 110048",28.549921,77.233575,"Tibbs Frankie is a chain of quick-service restaurants offering a variety delicious fast food items and especially a wide variety of flavorsome rolls. Their spicy non-veg side orders or delectable burgers are sure to satiate one's cravings. The place has an economical menu which serves people of different age-groups. Tibbs Frankie is the perfect place to have a quick bite. The restaurant is located in Greater Kailash - 1, South Delhi opposite Bhama Couture. Read less",Fast Food,"[Air Conditioning, Home Delivery, Serves Alcohol, Parking Available, Live Entertainment, Credit Card Accepted, Full Bar Available, TV/Screening, Digital Wallet Accepted]",0.0,"Burgers, Fries",The Tummy Section,00,300.0,Fast Food,,The Tummy Section
Ghaziabad,,,,,"Country Inn & Suites by Radisson, Lobby Level, Sahibabad Industrial Area, Site-IV Sahibabad Near Vaishali Metro Station Ghaziabad 201010",28.654227,77.34404,Country Lounge is a Bakery and Confectionery outlet that serves the niche class of people who have a big time sweet tooth and craves for high-end pastry and bakery products more than a regular cuisine. The tempting menu covers a variety of baked items that are tasty and freshly prepared and influences you to get ready and to savor them in no time. One can now experience the delights and the exquisite taste of the best confectionery items in this most renowned cafe that simply forces you to binge it on the items. Country Lounge is located in Sahibabad and falls under the big roof of Carlson Group of Hotels. The nearest landmark is NEXA Maruti Suzuki Showroom. Read less,5 Star/Luxury,"[Air Conditioning, WiFi, Valet Available, Parking Available, Wheelchair Accessible, Credit Card Accepted]",14.0,"Burgers, Fries, Elegant Ambience, Premium Service, Air Conditioning, WiFi, Valet Available, Parking Available, Wheelchair Accessible, Credit Card Accepted",Sugarama Patisserie,0120-4180000,1500.0," Fast Food, Coffee, Desserts",4.1,Sugarama Patisserie
Okhla,,,,,"Crowne Plaza Today, Community Centre Okhla Phase - 1 Indian Oil Petrol Pump South Delhi 110020",28.528926,77.272376,Chao Bella is a fine-dining restaurant with a luxurious decor and quick services. It is an ideal place for people who want to give their palates a flavorful twist. This specialty restaurant serves Italian and Chinese cuisines with an innovative twist and every dish under the mentioned cuisines are specially handpicked by the trained chefs to give you a delectable experience. It is a must-visit place for a picture-perfect family lunch or dinner on weekends. Chao Bella is located in Okhla Phase-1 and it stands nearby Indian Oil Petrol Pump. Read less,5 Star/Luxury,"[Smoking Area, Air Conditioning, Elevator, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Live Entertainment, Credit Card Accepted, Amex Accepted, Full Bar Available, TV/Screening]",44.0,"Pizza, Pasta, Hakka Noodles, Manchurian, Elegant Ambience, Smoking Area, Air Conditioning, Elevator, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Live Entertainment, Credit Card Accepted, Amex Accepted, Full Bar Available, TV/Screening",Red Chilli,09582227030,3000.0," Italian, Chinese",4.3,Red Chilli
Rohini,,,,,"W Mall, 1st Floor Rohini Near Kali Mata Mandir North Delhi 110085",28.698129,77.115076,"A Square, situated at Rohini, North Delhi, is a sought-after quick bites place. Offering a variety of North Indian and Chinese cuisines, the restaurant’s menu includes an extensive line of veg and non-veg tandoor snacks, fish and chicken delicacies and a range of Indian breads. Serviced with friendly hospitality in a posh and beautifully lit ambience that blends perfectly with the decor and furniture, the restaurant has some of the best staffs you will ever come across. A Square is one of the most ideal spots for a delicious range of quick bites. Read less",Casual Dining,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",12.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Pizza Hut,011-65004043,1200.0," North Indian, Chinese",4.6,Pizza Hut
Rohini,,,,,"Seven Seas Hotel, 12, Mangalam Place, Sector – 3 Rohini Near SV Steel India North Delhi 110085",28.700448,77.115396,"Seventh Sense is a casual-dining restaurant that gives you a one of a kind experience with its amazing offerings and services. The authentic North Indian, Continental, European and Asian dishes inspired by World cuisine take you to a flavorful ride. The premium menu features an elaborate buffet section and a well-stocked bar that take out the party animal inside you. The beautiful ambiance instantly lightens up your mood. It is an ideal destination for people who want to experience a fun and eventful nightlife. Seventh Sense is located in Seven Seas Hotel, 12, Mangalam Place, Sector – 3, Rohini. Read less",5 Star/Luxury,[Seventh Sense Bar Punch],276.0,"Butter Chicken, Dal Makhani, Steaks, Grilled Items, Elegant Ambience, Fungi Capuccino Soup, Wood Fired Pizzas, Truffle Risotto, Teh Pe Teh Paneer, Signature Dal Makhni, Galauti Kebabs, Pesto Chicken Tikka, Thymol Fish Tikka, Moroccon Tagine, Mango Expression, Masala Sensation, Seventh Sense Sunrise, Gingerbread Mojito, Seventh Sense Bar Punch, Cucumber Detox",Copper Bar,011-43400007,4000.0," North Indian, Continental, Oriental",4.5,Copper Bar
,,,,,"23/1, Ground Floor Jail Road Near Sukho Khalsa Senior Secondary School West Delhi 110018",28.634825,77.097136,"34 Chowringhee Lane is a one of kind restaurant that aptly enters the Fast Food zone, that has become a part of our lifestyle. This chain of restaurant is serves sumptuous variety of Fast Food items and sets your expectation at the right place. The takeaway restaurant is quick in its services and does not allow you to wait in a long queue. 34 Chowringhee Lane is for sure is a satiating place for your small cravings and an economical menu makes it even more of a preferred place. The quick service restaurant is located in Jail Road. Read less",Fast Food,"[Home Delivery, Takeaway Available, Seating Not Available, Digital Wallet Accepted]",2.0,"Burgers, Fries",Flluid,09654922851,300.0,Fast Food,3.0,Flluid
Noida,,,,,"H 14 Krishna Apra Plaza, Commercial Belt Alpha 1 Near ICICI Bank NCR Greater Noida 201308",28.569583,77.325238,"Nazeer Foods is a popular food chain specializing in authentic North Indian cuisine and flavorful biryanis. Known for its traditional recipes, quality ingredients, and affordable prices, Nazeer Foods offers a diverse menu featuring aromatic biryanis, North Indian curries, and fast food options. The restaurant is appreciated for its consistent taste, quick service, and value for money dining experience.",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",1.0,American Specialties,Nazeer Foods,00000,400.0,American,4.0,Nazeer Foods
Okhla,,,,,"B-263, Pocket B Okhla Phase - 1 Near Crowne Plaza South Delhi 110020",28.528404,77.277689,No_About,Fast Food,[Credit Card Accepted],1.0,"Burgers, Fries",The Pot Stove,08334822433,400.0," Fast Food, Tibetan",5.0,The Pot Stove
Sector 14,,,,,"B-12, 4, Ground Floor, Sector 14 Prashant Vihar Near Lancer Convent School North Delhi 110085",28.710624,77.133205,"The Club Road Cafe is a casual dining restaurant and lounge located on the Club Road in Punjabi Bagh. The place has a vibrant and colourful ambience and offers an extensive multi-cuisine menu. The eclectic bar menu offers an array of drinks and spirits along with a variety of finger food items. The premium food menu serves a range of delicious North Indian, Chinese, Thai, and Continental delicacies. The additional features are the Karaoke and DJ nights hosted there which makes everyone groove on the dance floor. The beautiful open terrace area makes the whole experience worthwhile. Read less",Fast Food,"[Smoking Area, Air Conditioning, Live Entertainment, Elevator, Valet Available, Home Delivery, Serves Alcohol, Parking Available, Credit Card Accepted, Full Bar Available, TV/Screening, Digital Wallet Accepted]",2.0,"Butter Chicken, Dal Makhani, Burgers, Fries, Authentic Indian Flavors",Bean Sahab,07827790779,500.0," North Indian, Fast Food, Chinese",3.5,Bean Sahab
Greater Kailash,,,,,"S-21, Hansraj Gupta Marg Greater Kailash - 1 Near Sci Hospital South Delhi 110048",28.549547,77.233823,"The Terrace Restro-Lounge is an economical dining restaurant which offers a vibrant experience of dining with family. This specialty restaurant serves delicious North Indian and Chinese cuisines on the terrace as suggested by the name. The lip-smacking taste of different dishes will make one’s experience worth here. It has a pleasant yet sober seating arrangement, including outdoor seating arrangement. With special packages and provisions for theme party setups, the Terrace is a sought-after venue for parties and events with regular live performances. Located at Shopprix Mall, 5th Floor, Sector 5, Vaishali, the food is freshly prepared in the terrace kitchen where one can see it and have a quiet evening. Read less",Breakfast/Brunch,[Home Delivery],0.0,Health Food Specialties,Tibbs Frankie,011-41498999,600.0," Health Food, Juice, Shakes",,Tibbs Frankie
Ghaziabad,,,,,"Indirapuram Habitat Centre, 208-212, 1st Floor, Ahinsa Khand 1 Indirapuram Opposite Reliance Trends Ghaziabad 201014",28.639746,77.369214,"The Reader's Cafe located at Indirapuram Habitat Centre is the perfect Reader's Haven. The interiors have shelves full of books with wooden seating area where you can eat, read and relax. They have a bright ambiance with sunlight pouring in through the windows. At The Reader's Cafe, you can enjoy tasty food from their Italian and Continental menu while enjoying one of the classic novels from their shelves. It is located in the Indirapuram Habitat center. Read less",Cafe,"[Air Conditioning, Elevator, Valet Available, Home Delivery, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, TV/Screening, Digital Wallet Accepted]",413.0,"Pizza, Pasta, Steaks, Grilled Items, Continental Delicacies, Air Conditioning, Elevator, Valet Available, Home Delivery, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, TV/Screening, Digital Wallet Accepted",Country Lounge,07291971835,1200.0," Italian, Continental",4.4,Country Lounge
Noida,,,,,"G-27, Savitri Market Sector 18 Opposite Great India Place Mall Noida 201301",28.569904,77.325895,"Cafe 18 is a Quick service restaurant located in Sector 18, Noida. The cafe has a simple ambience and an outdoor seating area. Cafe 18 serves tasty Fast Food delights that too at very economical rates. It is an instant attraction among students as it suits their pocket. The cafe stands opposite Great India Place Mall. Read less",Breakfast/Brunch,"[Home Delivery, Takeaway Available, Credit Card Accepted, Seating Not Available]",1.0,"Burgers, Fries",Chao Bella,08587939448,500.0,Fast Food,4.0,Chao Bella
,,,,,"253, Ground Floor Shahpur Jat Behind Panchsheel Park South Delhi 110049",28.548732,77.211613,There are days where your delicious sweet dishes overtake that space for your loved and favorite thick gravy dishes and Bean'D is an instant go-to place for those special days. The different variety of Desserts make your eyes pop out and Desserts make you drool of it. The low on pocket menu also features a special section of Coffee for people who binge on it. The amazing Fast Food section forces you to get ready and to savor the different options in no time. The place hosts a great ambiance and is a one-stop destination for mouth-watering Desserts and light snack. Bean'D is located in Shahpur Jat and it stands nearby Gora Street Lane 2. Read less,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service]",0.0,"Burgers, Fries",A Square,011-46051112,600.0," Coffee, Fast Food",,A Square
Pitampura,,,,,"2884, Ground Floor, Sant Nagar, Rani Bagh Pitampura Near M2K Cinema North Delhi 110034",28.688752,77.132891,No_About,Fast Food,"[Home Delivery, Takeaway Available, Credit Card Accepted, Seating Not Available, Digital Wallet Accepted]",1.0,Street Food Specialties,Seventh Sense - Seven Seas Hotel,09310340270,500.0," Street Food, Chaat, Fast Food",1.0,Seventh Sense
Paschim Vihar,,,,,"Shop 4, A4, Gole Market Paschim Vihar Near Bon Bon Mart West Delhi 110063",28.676912,77.111196,"34 Chowringhee Lane is a trendy food chain offering a diverse menu of North Indian, Italian, and Chinese cuisines. Known for its contemporary ambiance, quality food, and innovative menu combinations, the restaurant caters to varied tastes with its multi-cuisine offerings. Popular for its fast food options, desserts, and ice cream, 34 Chowringhee Lane provides a modern dining experience with consistent quality across locations.",Fast Food,"[Home Delivery, Credit Card Accepted, Digital Wallet Accepted]",4.0,"Butter Chicken, Dal Makhani, Pizza, Pasta, Authentic Indian Flavors",34 Chowringhee Lane,09999568910,700.0," North Indian, Italian, Chinese",2.5,34 Chowringhee Lane
Janakpuri,,,,,"293 A, Ground Floor, C4B Block Market Janakpuri Near Surajmal College West Delhi 110058",28.619259,77.091716,"Grill Inn is the best place for all those people who want to try something different from a regular conventional dishes and are bar-be-que lovers with that special inclination for smoked food. The restaurant specializes in fast food delicacies which are known for its spicy indulgence and rich aroma. Grill Inn provides a great and elegant ambiance. This place provides a completely one of a kind experience for food lovers. It is located in Janakpuri, West Delhi. Read less",Breakfast/Brunch,"[Air Conditioning, Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",13.0,"Burgers, Fries, Pizza, Pasta",Cafe Street 1,011-8800190618,500.0," Fast Food, Italian",4.2,Cafe Street
Noida,,,,,"The Great India Place Mall, 3rd Floor Sector 38A Near Noida Sector 18 Metro Station Noida 201301",28.567193,77.325995,"Mandarin Trail is a Casual Dining restaurant ideal for people who are very particular about the taste of food and quality of service. The speciality restaurant serves scrumptious delicacies from Asian cuisine flaunting delicious Chinese, Thai, Oriental delicacies and a variety of Seafood. The ambience of the restaurant is bright and peaceful that would surely make the visit memorable. The premium menu offers a variety of food and drinks at pocket-friendly prices. This restaurant is well known for live kitchen view. The courteous team adds on to the overall dining experience. Mandarin Trail is located in The Great India Place Mall, Sector 38A, Noida. Read less",Casual Dining,"[Air Conditioning, Valet Available, Serves Alcohol, Credit Card Accepted, Amex Accepted, Full Bar Available, TV/Screening]",76.0,"Noodles, Stir Fry, Hakka Noodles, Manchurian, Comfortable Seating",Wow! Momo,09899477416,3000.0," Asian, Chinese, Thai, Seafood, Oriental",4.4,Wow! Momo
Rohini,,,,,"E15/151, Sector 8 Rohini Near AP Medicos North Delhi 110085",28.705764,77.122595,No_About,Fast Food,"[Air Conditioning, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted]",20.0,"Burgers, Fries",Crispy Bites,09818418736,1000.0," Pizza, Fast Food",3.8,Crispy Bites
Mahipalpur,,,,,"Radisson Blu Plaza, Delhi Airport, Block R, Mahipalpur Village, National Highway 8 Mahipalpur Near IGI Airport South Delhi 110037",28.543372,77.119942,"For guests looking for an authentic ethnic experience, The Great Kabab Factory, even after 19 years, remains a go-to destination. Each day, the award-winning restaurant prepares six different enticing vegetarian and non-vegetarian kebabs prepared in six different styles, as well as curries, breads and biryani. The kebabs are shortlisted from TGKF’s vast repository of more than 450 recipes, many of them passed down across generations, to offer a new culinary experience daily. Guests can enjoy unlimited portions at a fixed price in a comfortable environment. The focus is on complex marinades and cooking methods that add flavour, distinction and style to the kebabs. You will be served an avalanche of food and it’s impossible for a normal appetite to eat it all. Don’t ask for seconds of anything until you come to something you just love. In our case, it is the Galauti Kebab. Read less",5 Star/Luxury,,280.0,"Butter Chicken, Dal Makhani, Elegant Ambience, Premium Service, Authentic Indian Flavors",Crudo Juicery,No_Contact,3000.0," North Indian, Mughlai",4.5,Crudo Juicery
IGI Airport,,,,,"Hotel Pullman New Delhi, Asset 2, IGI Airport Aerocity Near Aerocity Metro Station South Delhi 110037",28.554534,77.12293,"Pling is an elegant and tranquil lounge-bar at Pullman New Delhi Aerocity. Pling is inspired by the sound of ice dropping in a glass of liquid and connotes good times and shared laughter. The place offers a high-end lounge bar experience with live music, exclusive club style services and showcases the signature ‘Vinoteca by Pullman’ which offers an international wine selection by the glass or bottle. The menu at Pling is curated to enhance the beverage experience at Pling. The beverage menu is made using fresh, homemade syrups with herbs from the in-house farm The elegantly designed aesthetics of the bar, accompanied by the sumptuous selection of hors d'oeuvres and tapas, make it a perfect place to meet friends and associates alike. The nearest landmark is Aerocity Metro Station. Read less",5 Star/Luxury,,37.0,"Appetizers, Small Plates, Butter Chicken, Dal Makhani, Authentic Indian Flavors, Vinoteca wines (USP) Bronx (gin, sweet vermouth, dry vermouth, orange juice, orange bitters) Spice in Life (tequila, pineapple, homemade cinnamon syrup, jalapeno) Jack & Rose (bourbon whiskey, orange liqueur, lime and cranberry juice), Grapefruit Lemonade",The Reader's Cafe,09871666600,3000.0," Finger Food, North Indian, Continental",4.1,The Reader's Cafe
Ghaziabad,,,,,"118,Gyan Khand- 2 Indirapuram Near Chandra Laxmi Hospital Ghaziabad 201014",28.643161,77.352065,"Desii Swaad based in Indirapuram, Ghaziabad, offers North Indian and Mughlai cuisine. Serviced in a well lit setting and catered by a team of professional and customer-friendly staff, the restaurant is completely alcohol and smoke free. Often visited by locals and travelers, Desii Swaad is one of the most preferred destinations for a great experience with family and friends. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi]",39.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Authentic Indian Flavors",Cafe 18,0120-4307888,800.0," North Indian, Chinese, South Indian, Mughlai",4.5,Cafe
Noida,,,,,"Park Ascent Hotel, Ground Floor, Noida-Khoda Road Sector 62 Opposite IIM Lucknow Noida 201301",28.623446,77.355148,"Located in Park Ascent Hotel in Noida, The Culinary Court is a fine dining restaurant and is a place for people who are specific about the superior quality of food and service. The extensive food menu serves a variety of mouth-watering North Indian, Chinese, Mughlai, and Continental delicacies. The eclectic bar menu offers an array of drinks and fine spirits. The screening facility available there keeps all the diners entertained. The Culinary Court is the perfect place for people to have delicious multi-cuisine delicacies with family and friends. Read less",5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment]",359.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Elegant Ambience, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment",Bean'D,No_Contact,2000.0," North Indian, Chinese, Continental, Mughlai",4.3,Bean'D
